company_name_kr,ticker,industry,aliases
카카오페이,377300,기타금융,"카카오페이보통주, kakaopay"
카티스,140430,IT 서비스,"카티스, CATIS INC."
카페24,042000,IT 서비스,"카페24, Cafe24 Corp."
카프로,006380,화학,"카프로보통주, CAPRO"
캐리,313760,전기·전자,"캐리, CARRY"
캐리소프트,317530,오락·문화,"캐리소프트, CARRIESOFT Co., Ltd."
캐스텍코리아,071850,운송장비·부품,"캐스텍코리아, CASTEC KOREA CO.,LTD"
캐프,198080,전기·전자,"캐프, CAP"
캔버스엔,210120,오락·문화,"캔버스엔, CANVAS N"
캠시스,050110,전기·전자,"캠시스, CammSys Corp."
캡스톤파트너스,452300,금융,"캡스톤파트너스, Capstone Partners Co., Ltd."
컨텍,451760,IT 서비스,"컨텍, CONTEC Co.,Ltd"
컬러레이,900310,금융,"컬러레이홀딩스, Coloray International Investment Co., Limited"
컴투스,078340,IT 서비스,"컴투스, Com2uS Corporation"
컴투스홀딩스,063080,IT 서비스,"컴투스홀딩스, Com2uS Holdings"
컴퍼니케이,307930,금융,"컴퍼니케이파트너스, COMPANY K PARTNERS LIMITED"
케스피온,079190,전기·전자,"케스피온, KESPION"
케어랩스,263700,일반서비스,"케어랩스, Carelabs Co.,Ltd"
케어젠,214370,제약,"케어젠, Caregen Co.,LTD."
케이디켐,221980,화학,"케이디켐, KDCHEM CO., LTD."
케이바이오,038530,유통,"케이바이오, KBIO COMPANY"
KB발해인프라,415640,기타금융,"케이비발해인프라투융자회사보통주, KB Balhae Infrastructure Fund"
케이비아이동국실업,001620,운송장비·부품,"케이비아이동국실업보통주, KBI DONGKOOK IND"
KBI동양철관,008970,금속,"케이비아이동양철관보통주, KBI DONG YANG STEEL PIPE"
KBI메탈,024840,금속,"케이비아이메탈, KBI METAL CO., LTD."
KB제25호스팩,455250,금융,"케이비제25호기업인수목적 주식회사, KB No.25 Special Purpose Acquisition Company"
KB제27호스팩,464680,금융,"케이비제27호기업인수목적, KB No.27 Special Purpose Acquisition Company"
KB제29호스팩,478390,금융,"케이비제29호기업인수목적, KB No.29 Special Purpose Acquisition Company"
KB제30호스팩,486630,금융,"케이비제30호기업인수목적, KB No.30 Special Purpose Acquisition Company"
KB제31호스팩,492220,금융,"케이비제31호기업인수목적, KB No.31 Special Purpose Acquisition Company"
KB제32호스팩,0037T0,금융,"케이비제32호기업인수목적, KB No.32 Special Purpose Acquisition Company"
KB제33호스팩,0072Z0,금융,"케이비제33호기업인수목적, KB No.33 Special Purpose Acquisition Company"
KBG,318000,화학,"케이비지, KBG"
케이사인,192250,IT 서비스,"케이사인, KSIGN CO., Ltd."
케이쓰리아이,431190,IT 서비스,"케이쓰리아이, K3I. Co., Ltd."
KC그린홀딩스,009440,기타금융,"케이씨그린홀딩스보통주, KC Green Holdings"
케이씨,029460,의료·정밀기기,"케이씨보통주, KC"
KCC건설,021320,건설,"케이씨씨건설, KCC ENGINEERING & CONSTRUCTION CO., LTD."
KCC글라스,344820,비금속,"케이씨씨글라스보통주, KCC GLASS Corporation"
케이씨에스,115500,IT 서비스,"케이씨에스, Korea Computer & Systems Inc."
KC코트렐,119650,기계·장비,"케이씨코트렐보통주, KC Cottrell"
케이씨텍,281820,의료·정밀기기,"케이씨텍보통주, KCTECH"
케이씨티,089150,IT 서비스,"케이씨티, Korea Computer Terminal Inc."
케이씨피드,025880,음식료·담배,"케이씨피드, KC FEED CO., LTD."
케이아이엔엑스,093320,IT 서비스,"케이아이엔엑스, KINX, Inc."
케이알엠,093640,전기·전자,"케이알엠, Korea Robot Manufacturing"
KSS해운,044450,운송·창고,"케이에스에스 해운 보통주, KSS LINE"
KS인더스트리,101000,기계·장비,"케이에스인더스트리, KS Industry"
케이에스피,073010,기계·장비,"케이에스피, KSP CO., LTD"
KH 건설,226360,건설,"케이에이치건설, KH Construction"
KH 미래물산,111870,전기·전자,"케이에이치미래물산, KH Mirae Corporation"
KH바텍,060720,전기·전자,"케이에이치바텍, KH VATEC Co., LTD"
KX,122450,오락·문화,"케이엑스이노베이션, KX Innovation"
KX하이텍,052900,화학,"케이엑스하이텍, KX HITECH"
케이엔더블유,105330,운송장비·부품,"케이엔더블유, KNW Co., Ltd."
케이엔솔,053080,기계·장비,"케이엔솔, K-ENSOL"
케이엔알시스템,199430,의료·정밀기기,"케이엔알시스템, KNR SYSTEMS Inc."
케이엔에스,432470,기계·장비,"케이엔에스, KNS CO., LTD"
KNN,058400,오락·문화,"케이엔엔, KOREA NEW NETWORK CORPORATION"
케이엔제이,272110,전기·전자,"케이엔제이, KnJ Co., Ltd."
케이엘넷,039420,통신,"케이엘넷, KL-Net Corp."
케이엠,083550,섬유·의류,"케이엠, KM CORPORATION"
케이엠더블유,032500,전기·전자,"케이엠더블유, KMW CO. LTD"
케이엠제약,225430,화학,"케이엠제약, KMPHARMACEUTICAL Co.,Ltd."
케이옥션,102370,유통,"케이옥션, K Auction Inc."
케이웨더,068100,기계·장비,"케이웨더, Kweather Co., Ltd."
KEC,092220,전기·전자,"케이이씨 보통주, KEC Corporation"
케이이엠텍,106080,전기·전자,"케이이엠텍, KEM Tech"
KZ정밀,036560,기계·장비,"케이젯정밀, KZ Precision Corporation"
KG모빌리언스,046440,IT 서비스,"케이지모빌리언스, KGMobilians Co., Ltd."
케이지에이,455180,기계·장비,"케이지에이, KGA CO., LTD"
KG에코솔루션,151860,운송장비·부품,"케이지에코솔루션, KG Eco Solution"
KG이니시스,035600,IT 서비스,"케이지이니시스, KGINICIS CO.,LTD."
케이카,381970,유통,"케이카보통주, K Car"
케이탑리츠,145270,부동산,"케이탑리츠보통주, KTOPREITs"
KT나스미디어,089600,일반서비스,"케이티나스미디어, kt nasmedia"
KT밀리의서재,418470,IT 서비스,"케이티밀리의서재, kt millie seojae"
KT,030200,통신,"케이티보통주, KTCorporation"
스카이라이프,053210,오락·문화,"케이티스카이라이프, KT Skylife Co., Ltd."
KTcs,058850,IT 서비스,"케이티씨에스보통주, ktcs corporation"
KTis,058860,IT 서비스,"케이티아이에스보통주, ktis Corporation"
케이티알파,036030,유통,"케이티알파, kt alpha"
KT&G,033780,음식료·담배,"케이티앤지보통주, KT&G Corporation"
KT지니뮤직,043610,오락·문화,"케이티지니뮤직, KT GENIE MUSIC"
케이프,064820,운송장비·부품,"케이프, CAPE INDUSTRIES LTD."
케이피에프,024880,금속,"케이피에프, KPF"
케이피엠테크,042040,유통,"케이피엠테크, KPM TECH CO., LTD."
케이피티유,054410,금속,"케이피티유, Korea Plasma Technology U Co.,Ltd"
케일럼,258610,금속,"케일럼, CAELUM"
켄코아에어로스페이스,274090,운송장비·부품,"켄코아에어로스페이스, Kencoa Aerospace Corporation"
켐트로닉스,089010,화학,"켐트로닉스, CHEMTRONICS Co., Ltd."
켐트로스,220260,화학,"켐트로스, Chemtros Co., Ltd."
코나아이,052400,IT 서비스,"코나아이, KONA I CO.,LTD."
코난테크놀로지,402030,IT 서비스,"코난테크놀로지, KONAN TECHNOLOGY INCORPORATION"
코닉오토메이션,391710,기계·장비,"코닉오토메이션, Kornic Automation"
코다코,046070,운송장비·부품,"코다코, KODACO CO., LTD"
코데즈컴바인,047770,섬유·의류,"코데즈컴바인, Codes Combine Co.,Ltd."
코디,080530,화학,"코디, KODI Co.,LTD."
코람코더원리츠,417310,부동산,"코람코더원리츠보통주, KORAMCO THE ONE REIT"
코람코라이프인프라리츠,357120,부동산,"코람코라이프인프라리츠보통주, KORAMCO LIFE INFRA REIT"
코렌텍,104540,의료·정밀기기,"코렌텍, Corentec Co., Ltd."
코리아나,027050,화학,"코리아나화장품, COREANA COSMETICS CO.,LTD"
코리아써우,007815,전기·전자,"코리아써키트1우선주, KoreaCircuit(1P)"
코리아써키트2우B,00781K,전기·전자,"코리아써키트2우선주(신형), KOREA CIRCUIT(2PB)"
코리아써키트,007810,전기·전자,"코리아써키트보통주, KoreaCircuit"
코리아에셋투자증권,190650,금융,"코리아에셋투자증권, KOREA ASSET INVESTMENT SECURITIES CO.,LTD."
코리아에프티,123410,운송장비·부품,"코리아에프티, KOREA FUEL-TECH CORPORATION"
코리안리,003690,보험,"코리안리재보험보통주, Korean Reinsurance Company"
코맥스,036690,전기·전자,"코맥스, COMMAX Co.,Ltd."
코메론,049430,의료·정밀기기,"코메론, KOMELON CORPORATION"
코미코,183300,기계·장비,"코미코, KoMiCo Ltd."
코미팜,041960,제약,"코미팜, KOMIPHARM INTERNATIONAL CO., LTD."
코세스,089890,기계·장비,"코세스, KOSES Co.,Ltd"
코셈,360350,의료·정밀기기,"코셈, COXEM CO.,LTD"
코스나인,082660,화학,"코스나인, Cosnine Co., Ltd"
코스맥스,192820,화학,"코스맥스보통주, COSMAX, INC."
코스맥스비티아이,044820,기타금융,"코스맥스비티아이 주식회사 보통주, COSMAX BTI"
코스맥스엔비티,222040,음식료·담배,"코스맥스엔비티, COSMAX NBT, INC."
코스메카코리아,241710,화학,"코스메카코리아, COSMECCA KOREA CO.,LTD."
코스모신소재,005070,화학,"코스모신소재보통주, CosmoAM&T"
코스모화학,005420,화학,"코스모화학보통주, COSMOCHEMICALCO"
코스텍시스,355150,전기·전자,"코스텍시스, KOSTECSYS"
코아스,071950,기타제조,"코아스보통주, KOAS"
코아스템켐온,166480,제약,"코아스템켐온, CORESTEMCHEMON"
코아시아,045970,전기·전자,"코아시아, CoAsia Corporation"
코아시아씨엠,196450,의료·정밀기기,"코아시아씨엠, CoAsia CM"
코어라인소프트,384470,IT 서비스,"코어라인소프트, Coreline Soft Co., Ltd."
코오롱우,002025,기타금융,"코오롱1우선주, KOLON CORPORATION(1P)"
코오롱글로벌우,003075,건설,"코오롱글로벌1우선주, KolonGlobalCorporation(1P)"
코오롱글로벌,003070,건설,"코오롱글로벌보통주, KolonGlobalCorporation"
코오롱모빌리티그룹우,45014K,유통,"코오롱모빌리티그룹1우선주, KOLON MOBILITY GROUP(1P)"
코오롱모빌리티그룹,450140,유통,"코오롱모빌리티그룹보통주, KOLON MOBILITY GROUP"
코오롱,002020,기타금융,"코오롱보통주, KOLON CORPORATION"
코오롱생명과학,102940,제약,"코오롱생명과학, KOLON LIFE SCIENCE Inc."
코오롱ENP,138490,화학,"코오롱이앤피보통주, KOLON ENP, INC."
코오롱인더우,120115,화학,"코오롱인더스트리1우선주, KOLON INDUSTRIES(1P)"
코오롱인더,120110,화학,"코오롱인더스트리보통주, KOLON INDUSTRIES"
코오롱티슈진,950160,제약,"코오롱티슈진, Kolon TissueGene, Inc."
코웨이,021240,일반서비스,"코웨이보통주, COWAY"
코웰패션,033290,유통,"코웰패션, COWELL FASHION CO.,LTD"
코위버,056360,전기·전자,"코위버, COWEAVER Co.,Ltd."
코윈테크,282880,기계·장비,"코윈테크, COWINTECH Co., Ltd"
코이즈,121850,화학,"코이즈, KOYJ.CO.,LTD"
코츠테크놀로지,448710,전기·전자,"코츠테크놀로지, COTS Technology Co., Ltd."
코칩,126730,전기·전자,"코칩, KORCHIP CORPORATION"
코콤,015710,전기·전자,"코콤, KOCOM CO., LTD"
코텍,052330,전기·전자,"코텍, KORTEK CORPORATION"
코퍼스코리아,322780,오락·문화,"코퍼스코리아, COPUS KOREA Co., Ltd."
콘텐트리중앙,036420,오락·문화,"콘텐트리중앙보통주, ContentreeJoongAng corp."
콜마비앤에이치,200130,제약,"콜마비앤에이치, KolmarBNH Co., Ltd"
콜마홀딩스,024720,기타금융,"콜마홀딩스보통주, KOLMAR HOLDINGS"
쿠콘,294570,IT 서비스,"쿠콘, coocon Corporation"
쿠쿠홀딩스,192400,기타금융,"쿠쿠홀딩스보통주, Cuckoo Holdings Co.,Ltd"
쿠쿠홈시스,284740,일반서비스,"쿠쿠홈시스보통주, CUCKOO HOMESYS"
퀀타매트릭스,317690,의료·정밀기기,"퀀타매트릭스, QuantaMatrix Incorporated"
퀀텀온,227100,부동산,"퀀텀온, Quantumon"
퀄리타스반도체,432720,전기·전자,"퀄리타스반도체, QUALITAS SEMICONDUCTOR CO., LTD."
큐라클,365270,일반서비스,"큐라클, curacle co., ltd."
큐렉소,060280,유통,"큐렉소, CUREXO, INC."
큐로셀,372320,일반서비스,"큐로셀, Curocell Inc."
큐로홀딩스,051780,유통,"큐로홀딩스, CUROHOLDINGS Co., Ltd."
큐리언트,115180,일반서비스,"큐리언트, Qurient Co., Ltd."
큐리오시스,494120,의료·정밀기기,"큐리오시스, Curiosis Inc."
큐리옥스바이오시스템즈,445680,의료·정밀기기,"큐리옥스바이오시스템즈, Curiox Biosystems Co., Ltd."
큐브엔터,182360,오락·문화,"큐브엔터테인먼트, CUBE ENTERTAINMENT, INC."
큐알티,405100,일반서비스,"큐알티, Quality Reliability Technology Inc."
큐에스아이,066310,전기·전자,"큐에스아이, Q.S.I Co., Ltd."
큐캐피탈,016600,금융,"큐캐피탈파트너스, Q Capital Partners Co., Ltd."
크라우드웍스,355390,IT 서비스,"크라우드웍스, CrowdWorks, Inc."
크라운제과우,26490K,음식료·담배,"크라운제과1우선주, CROWN(1P)"
크라운제과,264900,음식료·담배,"크라운제과보통주, CROWN"
크라운해태홀딩스우,005745,기타금융,"크라운해태홀딩스1우선주, CROWNHAITAI Holdings(1P)"
크라운해태홀딩스,005740,기타금융,"크라운해태홀딩스보통주, CROWNHAITAI Holdings"
크래프톤,259960,IT 서비스,"크래프톤보통주, KRAFTON"
크레버스,096240,일반서비스,"크레버스, Creverse"
크레오에스지,040350,IT 서비스,"크레오에스지, CreoSG"
크리스에프앤씨,110790,섬유·의류,"크리스에프앤씨, CreaS F&C Co., Ltd."
크린앤사이언스,045520,기계·장비,"크린앤사이언스, Clean & Science Co., Ltd"
클래시스,214150,의료·정밀기기,"클래시스, CLASSYS Inc."
클로봇,466100,IT 서비스,"클로봇, CLOBOT Co., Ltd"
클리오,237880,화학,"클리오, CLIO Cosmetics Co., Ltd"
키네마스터,139670,IT 서비스,"키네마스터, KineMaster Corporation"
키다리스튜디오,020120,IT 서비스,"키다리스튜디오보통주, KidariStudio"
키스트론,475430,전기·전자,"키스트론, KISTRON Co., Ltd."
키움제10호스팩,487720,금융,"키움제10호기업인수목적, Kiwoom No.10 Special Purpose Acquisition Company"
키움제11호스팩,489480,금융,"키움제11호기업인수목적, Kiwoom No.11 Special Purpose Acquisition Company"
키움증권,039490,증권,"키움증권보통주, KIWOOM Securities"
키이스트,054780,오락·문화,"키이스트, KEYEAST Co., Ltd."
킵스파마,256940,제약,"킵스바이오파마, Keeps Biopharma"
타이거일렉,219130,전기·전자,"타이거일렉, TigerElec Co.,Ltd."
탑런토탈솔루션,336680,전기·전자,"탑런토탈솔루션, TOP RUN TOTAL SOLUTION CO.,LTD"
탑머티리얼,360070,전기·전자,"탑머티리얼, TOP MATERIAL Co.,Ltd"
탑엔지니어링,065130,기계·장비,"탑엔지니어링, Top Engineering Company Limited"
탑코미디어,134580,IT 서비스,"탑코미디어, Topco Media"
태경비케이,014580,비금속,"태경비케이보통주, TAEKYUNG BK"
태경산업,015890,화학,"태경산업보통주, TaekyungIndustrial"
태경케미컬,006890,화학,"태경케미컬보통주, TAEKYUNGCHEMICALCO.,LTD"
태광,023160,금속,"태광, T. K. CORPORATION"
태광산업,003240,화학,"태광산업보통주, TaekwangIndustrial"
태림포장,011280,종이·목재,"태림포장보통주, Tailim Packaging"
태성,323280,기계·장비,"태성, TAESUNG"
태양,053620,금속,"태양, TAEYANG Corporation"
태양금속우,004105,운송장비·부품,"태양금속공업1우선주, TaeyangMetalIndustrial(1P)"
태양금속,004100,운송장비·부품,"태양금속공업보통주, TaeyangMetalIndustrial"
태영건설,009410,건설,"태영건설보통주, TAEYOUNG ENGINEERING & CONSTRUCTION"
태영건설우,009415,건설,"태영건설우선주, TAEYOUNG ENGINEERING & CONSTRUCTION(1P)"
태웅,044490,금속,"태웅, TAEWOONG CO., LTD."
태웅로직스,124560,운송·창고,"태웅로직스, Taewoong Logistics Co., Ltd."
태원물산,001420,운송장비·부품,"태원물산보통주, TaewonMulsan"
테고사이언스,191420,제약,"테고사이언스, Tego Science, Inc."
테라사이언스,073640,금속,"테라사이언스, TERA SCIENCE Co.,LTD"
테라젠이텍스,066700,제약,"테라젠이텍스, THERAGEN ETEX CO.,LTD."
테스,095610,기계·장비,"테스, TES CO., LTD."
테이팩스,055490,화학,"테이팩스보통주, TAPEX"
테크엘,064520,전기·전자,"테크엘, TechL"
테크윙,089030,기계·장비,"테크윙, Techwing, Inc."
텔레칩스,054450,전기·전자,"텔레칩스, Telechips Inc."
텔코웨어,078000,IT 서비스,"텔코웨어 보통주, TELCOWARE"
텔콘RF제약,200230,제약,"텔콘알에프제약, TELCON RF PHARMACEUTICAL. Inc."
토니모리,214420,화학,"토니모리보통주, TONYMOLY Co., Ltd."
토마토시스템,393210,IT 서비스,"토마토시스템, TOMATOSYSTEM Co.,Ltd."
토모큐브,475960,의료·정밀기기,"토모큐브, Tomocube, Inc."
토박스코리아,215480,유통,"토박스코리아, TOEBOX KOREA, Ltd."
토비스,051360,전기·전자,"토비스, TOVIS Co., LTD"
토탈소프트,045340,IT 서비스,"토탈소프트뱅크, TOTAL SOFT BANK LTD."
톱텍,108230,기계·장비,"톱텍, TOPTEC COMPANY,LIMITED"
투비소프트,079970,IT 서비스,"투비소프트, TOBESOFT Co.,Ltd."
툴젠,199800,일반서비스,"툴젠, ToolGen Incorporated"
트루엔,417790,전기·전자,"트루엔, TRUEN Co., Ltd"
트윔,290090,IT 서비스,"트윔, TWIM Corp"
특수건설,026150,건설,"특수건설, TuksuConstruction"
티디에스팜,464280,제약,"티디에스팜, TDSPHARM Co., Ltd."
티로보틱스,117730,기계·장비,"티로보틱스, T-Robotics co., Ltd."
티비씨,033830,오락·문화,"티비씨, TBC"
티사이언티픽,057680,IT 서비스,"티사이언티픽, T Scientific Co.,Ltd"
티쓰리,204610,IT 서비스,"티쓰리엔터테인먼트, T3 Entertainment Inc."
티씨머티리얼즈,125020,전기·전자,"티씨머티리얼즈, TC Materials Co., Ltd."
티씨케이,064760,비금속,"티씨케이, TOKAI CARBON KOREA CO., LTD"
티앤알바이오팹,246710,제약,"티앤알바이오팹, T&R Biofab Co., Ltd"
티앤엘,340570,제약,"티앤엘, T&L Co., LTD."
티에스넥스젠,043220,기계·장비,"티에스넥스젠, TS Nexgen"
티에스아이,277880,기계·장비,"티에스아이, TSI Co., Ltd."
티에스이,131290,의료·정밀기기,"티에스이, TSE CO.,Ltd"
TS인베스트먼트,246690,금융,"티에스인베스트먼트, T.S.Investment Corporation"
TS트릴리온,317240,화학,"티에스트릴리온, TS Trillion Co., Ltd."
티에이치엔,019180,전기·전자,"티에이치엔보통주, THN CORPORATION"
티에프이,425420,전기·전자,"티에프이, TFE Co., Ltd."
티엑스알로보틱스,484810,기계·장비,"티엑스알로보틱스, TXR Robotics Co., Ltd."
티엔엔터테인먼트,131100,오락·문화,"티엔엔터테인먼트, TN entertainment"
티엘비,356860,전기·전자,"티엘비, TLB Co., Ltd."
TYM,002900,기계·장비,"티와이엠보통주, TYM CORPORATION"
티와이홀딩스우,36328K,기타금융,"티와이홀딩스1우선주, TY HOLDINGS(1P)"
티와이홀딩스,363280,기타금융,"티와이홀딩스보통주, TY HOLDINGS"
티움바이오,321550,일반서비스,"티움바이오, TiumBio Co., Ltd."
티웨이항공,091810,운송·창고,"티웨이항공보통주, TWAYAIR"
티웨이홀딩스,004870,비금속,"티웨이홀딩스보통주, T'way Holdings"
티이엠씨,425040,화학,"티이엠씨, TEMC Co., Ltd."
티이엠씨씨엔에스,241790,기계·장비,"티이엠씨씨엔에스, TEMC CNS"
TJ미디어,032540,전기·전자,"티제이미디어, TJ MEDIA CO.,LTD"
티케이지애강,022220,화학,"티케이지애강, TKG AIKANG"
TKG휴켐스,069260,화학,"티케이지휴켐스보통주, TKG Huchems"
티케이케미칼,104480,화학,"티케이케미칼, TK CHEMICAL CORPORATION"
티플랙스,081150,금속,"티플랙스, Tplex Co., Ltd."
TP,007980,섬유·의류,"티피보통주, TP"
티피씨글로벌,130740,운송장비·부품,"티피씨, TPC Co., Ltd."
TPC,048770,기계·장비,"티피씨메카트로닉스, TPC Mechatronics Corporation"
팅크웨어,084730,전기·전자,"팅크웨어, Thinkware Systems Corporation"
파두,440110,전기·전자,"파두, FADU INC."
파라다이스,034230,오락·문화,"파라다이스보통주, PARADISE"
파라택시스코리아,288330,제약,"파라택시스 코리아, PARATAXIS KOREA"
파라텍,033540,기계·장비,"파라텍, Paratech Company Limited"
파로스아이바이오,388870,일반서비스,"파로스아이바이오, Pharos iBio Co., Ltd."
파루,043200,전기·전자,"파루, PARU CO., LTD."
파마리서치,214450,제약,"파마리서치, PharmaResearch"
파멥신,208340,제약,"파멥신, PharmAbcine Inc."
파미셀,005690,제약,"파미셀보통주, Pharmicell"
파버나인,177830,전기·전자,"파버나인, PAVONINE CO., LTD."
파세코,037070,전기·전자,"파세코, PASECO CO.LTD"
파수,150900,IT 서비스,"파수, FASOO Co.,Ltd."
파워넷,037030,전기·전자,"파워넷, POWERNET TECHNOLOGIES CORPORATION"
파워로직스,047310,전기·전자,"파워로직스, POWER LOGICS"
파이버프로,368770,의료·정밀기기,"파이버프로, FIBERPRO"
파이오링크,170790,전기·전자,"파이오링크, Piolink, Inc."
파인디앤씨,049120,전기·전자,"파인디앤씨, FINE DNC CO.,LTD."
파인디지털,038950,전기·전자,"파인디지털, FINEDIGITAL Inc."
파인메딕스,387570,의료·정밀기기,"파인메딕스, Finemedix Co., Ltd."
파인엠텍,441270,전기·전자,"파인엠텍, Fine M-Tec Co.,Ltd."
파인테크닉스,106240,전기·전자,"파인테크닉스, FINE TECHNIX CO., LTD"
파인텍,131760,기계·장비,"파인텍, FINETEK CO., LTD."
파커스,065690,화학,"파커스, PAKERS CO., Ltd."
파크시스템스,140860,의료·정밀기기,"파크시스템스, Park Systems Corp."
파트론,091700,전기·전자,"파트론, PARTRON CO., LTD"
판타지오,032800,오락·문화,"판타지오, Fantagio Corp."
팜스빌,318010,음식료·담배,"팜스빌, Pharmsville Co., Ltd."
팜스코,036580,음식료·담배,"팜스코보통주, FARMSCO"
팜스토리,027710,음식료·담배,"팜스토리, FarmStory CO.,LTD."
팜젠사이언스,004720,제약,"팜젠사이언스보통주, PharmGen Science"
패션플랫폼,225590,섬유·의류,"패션플랫폼, Fashion Platform Co.,Ltd."
팬스타엔터프라이즈,054300,기계·장비,"팬스타엔터프라이즈, Panstar Enterprise Co., Ltd."
팬엔터테인먼트,068050,오락·문화,"팬엔터테인먼트, PAN ENTERTAINMENT CO., LTD."
팬오션,028670,운송·창고,"팬오션보통주, PanOcean"
팬젠,222110,제약,"팬젠, Pangen Biotech Inc."
팸텍,271830,기계·장비,"팸텍, PAMTEK CO., LTD."
퍼스텍,010820,금속,"퍼스텍보통주, FIRSTEC"
퍼시스,016800,기타제조,"퍼시스보통주, Fursys"
펄어비스,263750,IT 서비스,"펄어비스, PearlAbyss Corp."
펌텍코리아,251970,화학,"펌텍코리아, PUM-TECH KOREA CO., LTD."
페이퍼코리아,001020,종이·목재,"페이퍼코리아보통주, PaperCorea Inc."
펨트론,168360,기계·장비,"펨트론, PEMTRON Corporation"
펩트론,087010,제약,"펩트론, Peptron, Inc."
평화산업,090080,운송장비·부품,"평화산업 주식회사 보통주, Pyung Hwa Industrial Co., Ltd."
평화홀딩스,010770,운송장비·부품,"평화홀딩스보통주, Pyung Hwa Holdings"
포니링크,064800,유통,"포니링크, PonyLink"
포메탈,119500,금속,"포메탈, FORMETAL CO., LTD"
포바이포,389140,오락·문화,"포바이포, 4by4 Inc."
포스뱅크,105760,기계·장비,"포스뱅크, POSBANK CO., LTD."
포스코DX,022100,일반서비스,"포스코DX보통주, POSCO DX"
포스코스틸리온,058430,금속,"포스코스틸리온보통주, POSCO STEELEON"
포스코인터내셔널,047050,유통,"포스코인터내셔널보통주, POSCO INTERNATIONAL"
포스코퓨처엠,003670,전기·전자,"포스코퓨처엠보통주, POSCO FUTURE M"
POSCO홀딩스,005490,금속,"포스코홀딩스보통주, POSCO Holdings Inc."
포시에스,189690,IT 서비스,"포시에스, FORCS Co., Ltd."
포인트모바일,318020,전기·전자,"포인트모바일, POINT MOBILE Co., Ltd."
포인트엔지니어링,256630,금속,"포인트엔지니어링, POINT ENGINEERING Co., Ltd."
포커스에이아이,331380,전기·전자,"포커스에이아이, FOCUS AI"
포톤,208710,전기·전자,"포톤, PHOTON"
폰드그룹,472850,유통,"폰드그룹, POND GROUP CO., LTD."
폴라리스세원,234100,운송장비·부품,"폴라리스세원, Sewon"
폴라리스AI,039980,IT 서비스,"폴라리스에이아이, Polaris AI"
폴라리스AI파마,041910,제약,"폴라리스에이아이파마, Polaris AI Pharma"
폴라리스오피스,041020,IT 서비스,"폴라리스오피스, Polaris Office"
폴라리스우노,114630,화학,"폴라리스우노, POLARIS UNO"
푸드나무,290720,유통,"푸드나무, FOODNAMOO, INC."
푸드웰,005670,음식료·담배,"푸드웰, FOODWELL CORPORATION"
푸른기술,094940,전기·전자,"푸른기술, PULOON TECHNOLOGY INC."
푸른소나무,057880,기타,"푸른소나무, Green pine tree"
푸른저축은행,007330,금융,"푸른저축은행, PUREUN SAVINGS BANK"
풀무원,017810,음식료·담배,"풀무원보통주, Pulmuone Corporate"
풍강,093380,금속,"풍강, PUNGKANG CO.,LTD"
풍국주정,023900,음식료·담배,"풍국주정공업, Pungguk Ethanol"
풍산,103140,금속,"풍산 보통주, POONGSAN CORPORATION"
풍산홀딩스,005810,기타금융,"풍산홀딩스보통주, POONGSAN HOLDINGS"
풍원정밀,371950,전기·전자,"풍원정밀, POONGWON PRECISION Co.,Ltd."
퓨런티어,370090,의료·정밀기기,"퓨런티어, Furonteer Inc."
퓨릿,445180,화학,"퓨릿, Purit Co., Ltd."
퓨처코어,151910,전기·전자,"퓨처코어, FutureCore"
퓨쳐켐,220100,제약,"퓨쳐켐, FutureChem Co., Ltd."
프럼파스트,035200,화학,"프럼파스트, PLUMB FAST CO., LTD."
프레스티지바이오로직스,334970,제약,"프레스티지바이오로직스, Prestige Biologics Co., Ltd."
프레스티지바이오파마,950210,일반서비스,"프레스티지바이오파마KDR, PRESTIGE BIOPHARMA LIMITED KDR"
프로이천,321260,전기·전자,"프로이천, PRO2000"
프로텍,053610,기계·장비,"프로텍, PROTEC Co., Ltd."
프로티나,468530,일반서비스,"프로티나, PROTEINA CO., LTD."
프로티아,303360,의료·정밀기기,"프로티아, PROTIA"
프롬바이오,377220,음식료·담배,"프롬바이오, From Bio Co., Ltd."
프리시젼바이오,335810,의료·정밀기기,"프리시젼바이오, Precision Biosensor Inc."
프리엠스,053160,전기·전자,"프리엠스, FreeMs Corporation"
플라즈맵,405000,의료·정밀기기,"플라즈맵, Plasmapp Co., Ltd."
플래스크,041590,건설,"플래스크, Flask"
플래티어,367000,IT 서비스,"플래티어, Plateer Co., Ltd."
플랜티넷,075130,IT 서비스,"플랜티넷, PLANTYNET Co., Ltd."
플레이그램,009810,유통,"플레이그램보통주, Playgram"
플레이디,237820,일반서비스,"플레이디, PlayD Co., Ltd."
플레이위드,023770,IT 서비스,"플레이위드코리아, PLAYWITH KOREA"
플루토스,019570,금융,"플루토스투자, Plutus Investment"
플리토,300080,IT 서비스,"플리토, FLITTO Inc."
피노,033790,전기·전자,"피노, FINO INC."
피델릭스,032580,전기·전자,"피델릭스, Fidelix Co., Ltd."
피씨디렉트,051380,유통,"피씨디렉트, PC Direct, Inc."
피씨엘,241820,제약,"피씨엘, PCL. Inc"
피아이이,452450,기계·장비,"피아이이, PIE CO., LTD."
PI첨단소재,178920,화학,"피아이첨단소재보통주, PI Advanced Materials Co., Ltd."
피앤씨테크,237750,전기·전자,"피앤씨테크, PNC Technologies Co., Ltd."
