company_name_kr,ticker,industry,aliases
미래나노텍,095500,화학,"미래나노텍, MNTECH Co.,Ltd."
미래반도체,254490,유통,"미래반도체, MIRAI SEMICONDUCTORS CO., LTD."
미래산업,025560,의료·정밀기기,"미래산업보통주, MiraeCorporation"
미래생명자원,218150,음식료·담배,"미래생명자원, MILAE BIORESOURCES CO., LTD."
미래아이앤지,007120,IT 서비스,"미래아이앤지보통주, MiraeING"
미래에셋글로벌리츠,396690,부동산,"미래에셋글로벌리츠보통주, Mirae Asset Global REIT"
맵스리얼티,094800,기타금융,"미래에셋맵스리얼티부동산공모투자회사보통주, MIRAEASSET MAPS REALTY INVESTMENT COMPANY"
미래에셋맵스리츠,357250,부동산,"미래에셋맵스리츠보통주, Miraeasset Maps REIT 1"
미래에셋벤처투자,100790,금융,"미래에셋벤처투자, Mirae Asset Venture Investment Co., Ltd"
미래에셋비전스팩3호,448830,금융,"미래에셋비전기업인수목적3호, Mirae Asset Vision Special Purpose Acquisition 3 Company"
미래에셋비전스팩4호,477380,금융,"미래에셋비전기업인수목적4호, Mirae Asset Vision Special Purpose Acquisition 4 Company"
미래에셋비전스팩5호,477470,금융,"미래에셋비전기업인수목적5호, Mirae Asset Vision Special Purpose Acquisition 5 Company"
미래에셋비전스팩6호,478440,금융,"미래에셋비전기업인수목적6호, Mirae Asset Vision Special Purpose Acquisition 6 Company"
미래에셋비전스팩7호,482680,금융,"미래에셋비전기업인수목적7호, Mirae Asset Vision Special Purpose Acquisition 7 Company"
미래에셋생명,085620,보험,"미래에셋생명보험보통주, MIRAE ASSET Life Insurance CO., Ltd."
미래에셋증권우,006805,증권,"미래에셋증권1우선주, MIRAE ASSET SECURITIES(1P)"
미래에셋증권2우B,00680K,증권,"미래에셋증권2우선주(신형), MIRAE ASSET SECURITIES(2PB)"
미래에셋증권,006800,증권,"미래에셋증권보통주, MIRAE ASSET SECURITIES"
미래컴퍼니,049950,기계·장비,"미래컴퍼니, meerecompany Incorporated"
미스터블루,207760,IT 서비스,"미스터블루, Mr. Blue Corporation"
미스토홀딩스,081660,유통,"미스토홀딩스보통주, Misto Holdings Corporation"
미원상사,002840,화학,"미원상사보통주, MiwonCommercial"
미원에스씨,268280,화학,"미원스페셜티케미칼보통주, Miwon Specialty Chemical"
미원홀딩스,107590,기타금융,"미원홀딩스 보통주, Miwon Holdings Co.,Ltd."
미원화학,134380,화학,"미원화학보통주, Miwon Chemicals"
미창석유,003650,화학,"미창석유공업보통주, MichangOilInd"
미코,059090,전기·전자,"미코, MiCo Ltd."
미투온,201490,IT 서비스,"미투온, Me2on Co., Ltd"
미트박스,475460,IT 서비스,"미트박스글로벌, MeatBox Global Inc."
민테크,452200,의료·정밀기기,"민테크, Mintech Co., Ltd."
바디텍메드,206640,제약,"바디텍메드, Boditech Med Inc."
바른손,018700,유통,"바른손, Barunson"
바른손이앤에이,035620,오락·문화,"바른손이앤에이, Barunson Entertainment & Arts Corporation"
바이넥스,053030,제약,"바이넥스, Binex Co., Ltd."
바이브컴퍼니,301300,IT 서비스,"바이브컴퍼니, VAIV company Inc."
바이오노트,377740,제약,"바이오노트보통주, BioNote"
바이오니아,064550,제약,"바이오니아, BIONEER CORPORATION"
바이오다인,314930,의료·정밀기기,"바이오다인, BIODYNE CO., LTD."
바이오비쥬,489460,화학,"바이오비쥬, BIOBIJOU Co., Ltd."
바이오솔루션,086820,제약,"바이오솔루션, Bio Solution Co.,Ltd."
바이오스마트,038460,전기·전자,"바이오스마트, BioSmart Co., Ltd."
바이오에프디엔씨,251120,제약,"바이오에프디엔씨, BIO-FD&C Co.,Ltd."
바이오인프라,199730,일반서비스,"바이오인프라, BioInfra Co.,Ltd."
바이오톡스텍,086040,일반서비스,"바이오톡스텍, Biotoxtech Co., Ltd."
바이오포트,188040,음식료·담배,"바이오포트코리아, BIO PORT KOREA"
바이오플러스,099430,제약,"바이오플러스, Bio Plus Co., Ltd"
바이온,032980,유통,"바이온, BYON Co., Ltd."
바이젠셀,308080,일반서비스,"바이젠셀, ViGenCell Inc."
바텍,043150,의료·정밀기기,"바텍, Value Added Technology Co., Ltd."
박셀바이오,323990,일반서비스,"박셀바이오, Vaxcell-Bio Therapeutics"
방림,003610,섬유·의류,"방림보통주, Pangrim"
배럴,267790,섬유·의류,"배럴, BARREL Co., Ltd."
백금T&A,046310,전기·전자,"백금티앤에이, BG T&A Co."
백산,035150,화학,"백산보통주, Baiksan"
밸로프,331520,IT 서비스,"밸로프, VALOFE"
뱅크웨어글로벌,199480,IT 서비스,"뱅크웨어글로벌, Bankware Global Co., Ltd."
버넥트,438700,IT 서비스,"버넥트, VIRNECT Co., Ltd."
버킷스튜디오,066410,통신,"버킷스튜디오, BUCKET STUDIO Co.,Ltd."
범양건영,002410,건설,"범양건영보통주, BUMYANG CONSTRUCTION"
범한퓨얼셀,382900,전기·전자,"범한퓨얼셀, Bumhan Fuel Cell Co., Ltd."
베노티앤알,206400,건설,"베노티앤알, BENO TNR"
베뉴지,019010,유통,"베뉴지, VenueG Co.,Ltd."
베셀,177350,기계·장비,"베셀, Vessel Co., Ltd"
벡트,457600,전기·전자,"벡트, VECT Co., Ltd."
벨로크,424760,IT 서비스,"벨로크, Bellock"
벽산,007210,비금속,"벽산보통주, Byuksan"
보라티알,250000,유통,"보라티알, BORATR CO., Ltd."
보락,002760,화학,"보락보통주, Bolak"
보령,003850,제약,"보령보통주, Boryung"
보로노이,310210,일반서비스,"보로노이, Voronoi, Inc."
보성파워텍,006910,금속,"보성파워텍, BOSUNG POWER TECHNOLOGY CO., LTD."
보해양조,000890,음식료·담배,"보해양조보통주, BohaeBrewery"
본느,226340,화학,"본느, Bonne Co., Ltd."
부스타,008470,금속,"부-스타, BOOSTER CO., LTD"
부광약품,003000,제약,"부광약품보통주, BukwangPharmaceutical"
부국증권우,001275,증권,"부국증권1우선주, BookookSecurities(1P)"
부국증권,001270,증권,"부국증권보통주, BookookSecurities"
부국철강,026940,금속,"부국철강 보통주, Bookook Steel"
부방,014470,부동산,"부방, Bubang Co., Ltd."
부산산업,011390,비금속,"부산산업보통주, BusanIndustrial"
부산주공,005030,운송장비·부품,"부산주공보통주, PusanCastIron"
뷰노,338220,IT 서비스,"뷰노, VUNO, Inc."
뷰웍스,100120,의료·정밀기기,"뷰웍스, Vieworks Co., Ltd."
뷰티스킨,406820,화학,"뷰티스킨, BEAUTYSKIN Co., Ltd."
브레인즈컴퍼니,099390,IT 서비스,"브레인즈컴퍼니, Brainzcompany Co., Ltd."
브리지텍,064480,IT 서비스,"브리지텍, BRIDGETEC Corp."
브이씨,365900,기타제조,"브이씨, VC Inc."
브이엠,089970,기계·장비,"브이엠, VM"
브이원텍,251630,기계·장비,"브이원텍, V-ONE TECH CO., LTD."
브이티,018290,화학,"브이티, VT"
블랙야크아이앤씨,478560,섬유·의류,"블랙야크아이앤씨, BLACK YAK I&C CO.,LTD"
블루산업개발,006740,종이·목재,"블루산업개발 보통주, Blue Industrial Development"
블루엠텍,439580,유통,"블루엠텍, BLUEMTEC CO., LTD."
블루콤,033560,전기·전자,"블루콤, BLUECOM CO.,LTD."
블리츠웨이엔터테인먼트,369370,오락·문화,"블리츠웨이엔터테인먼트, Blitzway Entertainment"
비나텍,126340,전기·전자,"비나텍, VINA TECH CO.,LTD."
비덴트,121800,전기·전자,"비덴트, Vidente Co., Ltd."
비보존 제약,082800,제약,"비보존제약, VIVOZON PHARMACEUTICAL"
비비씨,318410,화학,"비비씨, Best Bristle Company CO., Ltd."
비비안,002070,섬유·의류,"비비안보통주, VIVIEN CORPORATION"
비상교육,100220,오락·문화,"비상교육 보통주, VISANG EDUCATION INC"
비스토스,419540,의료·정밀기기,"비스토스, Bistos Co., Ltd."
비씨엔씨,146320,전기·전자,"비씨엔씨, BCnC Co., Ltd."
비씨월드제약,200780,제약,"비씨월드제약, BCWORLDPHARM Co., Ltd."
비아이매트릭스,413640,IT 서비스,"비아이매트릭스, BI MATRIX Co., Ltd."
비아트론,141000,기계·장비,"비아트론, Viatron Technologies, Inc."
비에이치,090460,전기·전자,"비에이치보통주, BH"
비에이치아이,083650,기계·장비,"비에이치아이, BHI Co., LTD."
BF랩스,139050,IT 서비스,"비에프랩스, BFLABS"
비엔케이제2호스팩,473370,금융,"비엔케이제2호기업인수목적, BNK 2 SPECIAL PURPOSE ACQUISITION COMPANY"
비엘팜텍,065170,유통,"비엘팜텍, BL Pharmtech"
비엠티,086670,기계·장비,"비엠티, BMT Co.,Ltd."
비올,335890,의료·정밀기기,"비올, VIOL Co., Ltd."
비유테크놀러지,230980,IT 서비스,"비유테크놀러지, B.U Technology"
BGF에코머티리얼즈,126600,화학,"비지에프에코머티리얼즈, BGFecomaterials"
비츠로셀,082920,전기·전자,"비츠로셀, VITZROCELL Co., Ltd."
비츠로시스,054220,전기·전자,"비츠로시스, VitzroSys., Co. LTD"
비츠로테크,042370,금융,"비츠로테크, Vitzro Tech Co., LTD."
비케이홀딩스,050090,일반서비스,"비케이홀딩스, BK Holdings"
비큐AI,148780,IT 서비스,"비큐에이아이, BECU AI"
비투엔,307870,IT 서비스,"비투엔, B2En"
비트맥스,377030,IT 서비스,"비트맥스, BITMAX"
비트컴퓨터,032850,IT 서비스,"비트컴퓨터, BITComputer"
비트플래닛,049470,IT 서비스,"비트플래닛, BITPLANET"
비피도,238200,음식료·담배,"비피도, BIFIDO. Co. Ltd"
빅솔론,093190,전기·전자,"빅솔론, BIXOLON Co., Ltd"
빅텍,065450,의료·정밀기기,"빅텍, VICTEK. Co., Ltd."
빌리언스,044480,화학,"빌리언스, Billions"
빙그레,005180,음식료·담배,"빙그레보통주, Binggrae"
빛과전자,069540,전기·전자,"빛과전자, LIGHTRON FIBER-OPTIC DEVICES"
빛샘전자,072950,전기·전자,"빛샘전자, VISSEM Electronics Co., Ltd."
삐아,451250,화학,"삐아, BBIA.CO.,LTD."
사람인,143240,IT 서비스,"사람인, Saramin"
사이냅소프트,466410,IT 서비스,"사이냅소프트, Synapsoft Corp."
사조대림,003960,음식료·담배,"사조대림보통주, SAJODAERIM"
사조동아원,008040,음식료·담배,"사조동아원보통주, SAJODONGAONE"
사조산업,007160,음식료·담배,"사조산업보통주, SajoIndustries"
사조씨푸드,014710,음식료·담배,"사조씨푸드보통주, SAJOSEAFOOD"
사조오양,006090,음식료·담배,"사조오양보통주, OYANG"
사토시홀딩스,223310,유통,"사토시홀딩스, Satoshi Holdings"
사피엔반도체,452430,전기·전자,"사피엔반도체, Sapien Semiconductors Inc."
산돌,419120,IT 서비스,"산돌, Sandoll, Inc."
산일전기,062040,전기·전자,"산일전기보통주, SANIL ELECTRIC"
삼기,122350,운송장비·부품,"삼기, SAMKEE CORP."
삼기에너지솔루션즈,419050,운송장비·부품,"삼기에너지솔루션즈, SAMKEE ENERGY SOLUTIONS"
삼륭물산,014970,종이·목재,"삼륭물산, Samryoong"
삼목에스폼,018310,금속,"삼목에스폼, SAMMOK S-FORM CO.,LTD."
삼보모터스,053700,운송장비·부품,"삼보모터스, SAMBO MOTORS CO., LTD."
삼보산업,009620,금속,"삼보산업, SAMBO Industrial Co., Ltd."
삼보판지,023600,종이·목재,"삼보판지, SAMBO CORRUGATED BOARD CO., LTD."
삼부토건,001470,건설,"삼부토건보통주, SambuEngineering&Construction"
삼성E&A,028050,일반서비스,"삼성E&A보통주, SamsungE&A"
삼성FN리츠,448730,부동산,"삼성FN리츠보통주, SamsungFN REIT"
삼성SDI우,006405,전기·전자,"삼성SDI1우선주, SAMSUNG SDI(1P)"
삼성SDI,006400,전기·전자,"삼성SDI보통주, SAMSUNG SDI CO.,LTD."
삼성공조,006660,운송장비·부품,"삼성공조보통주, SamsungClimateControlCo.,Ltd"
삼성스팩10호,0044K0,금융,"삼성기업인수목적10호, SAMSUNG SPECIAL PURPOSE ACQUISITION 10 COMPANY"
삼성스팩11호,0071M0,금융,"삼성기업인수목적11호, SAMSUNG SPECIAL PURPOSE ACQUISITION 11 COMPANY"
삼성물산우B,02826K,유통,"삼성물산1우선주(신형), SAMSUNG C&T CORPORATION(1PB)"
삼성물산,028260,유통,"삼성물산보통주, SAMSUNG C&T CORPORATION"
삼성바이오로직스,207940,제약,"삼성바이오로직스보통주, SAMSUNG BIOLOGICS"
삼성생명,032830,보험,"삼성생명보험보통주, Samsung Life Insurance"
삼성에스디에스,018260,IT 서비스,"삼성에스디에스보통주, SAMSUNG SDS CO., LTD."
삼성전기우,009155,전기·전자,"삼성전기1우선주, SamsungElectroMechanics(1P)"
삼성전기,009150,전기·전자,"삼성전기보통주, SamsungElectroMechanics"
삼성전자우,005935,전기·전자,"삼성전자1우선주, SamsungElectronics(1P)"
삼성전자,005930,전기·전자,"삼성전자보통주, SamsungElectronics"
삼성제약,001360,제약,"삼성제약, SAMSUNG PHARMACEUTICAL"
삼성중공업,010140,운송장비·부품,"삼성중공업보통주, SamsungHeavyIndustries"
삼성증권,016360,증권,"삼성증권보통주, SamsungSecurities"
삼성출판사,068290,오락·문화,"삼성출판사보통주, SAMSUNG PUBLISHING"
삼성카드,029780,기타금융,"삼성카드 보통주, SAMSUNG CARD CO., LTD."
삼성화재우,000815,보험,"삼성화재해상보험1우선주, SamsungFire&MarineInsurance(1P)"
삼성화재,000810,보험,"삼성화재해상보험보통주, SamsungFire&MarineInsurance"
삼아알미늄,006110,금속,"삼아알미늄보통주, SamaAluminium"
삼아제약,009300,제약,"삼아제약, Sam-A Pharm. Co. Ltd"
삼양사우,145995,음식료·담배,"삼양사1우선주, Samyang Corporation(1P)"
삼양사,145990,음식료·담배,"삼양사보통주, Samyang Corporation"
삼양식품,003230,음식료·담배,"삼양식품보통주, SamyangFoods"
삼양엔씨켐,482630,화학,"삼양엔씨켐, SAMYANG NC Chem Corp."
삼양컴텍,484590,금속,"삼양컴텍, SAMYANG COMTECH CO., LTD."
삼양케이씨아이,036670,화학,"삼양케이씨아이, Samyang KCI"
삼양통상,002170,섬유·의류,"삼양통상보통주, SamyangTongsang"
삼양패키징,272550,화학,"삼양패키징보통주, SAMYANG PACKAGING"
삼양홀딩스,000070,기타금융,"삼양홀딩스보통주, SAMYANGHOLDINGS"
3S,060310,의료·정밀기기,"삼에스코리아, 3S KOREA CO., LTD"
삼영무역,002810,유통,"삼영무역보통주, SamyungTrading"
삼영,003720,화학,"삼영보통주, SAMYOUNG"
삼영에스앤씨,361670,전기·전자,"삼영에스앤씨, SAMYOUNG S&C CO., LTD."
삼영엠텍,054540,금속,"삼영엠텍, SAMYOUNG M-TEK CO. LTD."
삼영이엔씨,065570,전기·전자,"삼영이엔씨, Samyung ENC Co., Ltd."
삼영전자,005680,전기·전자,"삼영전자공업보통주, SamyoungElectronics"
삼원강재,023000,운송장비·부품,"삼원강재 보통주, SAMWONSTEEL Co., Ltd."
삼익THK,004380,기계·장비,"삼익THK보통주, SAMICK THK"
삼익악기,002450,기타제조,"삼익악기보통주, SamickMusicalInstruments"
삼익제약,014950,제약,"삼익제약, SAMIK PHARM. Co., LTD."
삼일,032280,운송·창고,"삼일, SamIl"
삼일기업공사,002290,건설,"삼일기업공사, SAMIL ENTERPRISE CO., LTD."
삼일씨엔에스,004440,비금속,"삼일씨엔에스보통주, SAMIL C&S"
삼일제약,000520,제약,"삼일제약보통주, SamilPharmaceutical"
삼정펄프,009770,종이·목재,"삼정펄프 보통주, SAM JUNG PULP CO,.LTD."
삼지전자,037460,전기·전자,"삼지전자, SAMJI ELECTRONICS CO., LTD."
삼진,032750,전기·전자,"삼진, Samjin"
삼진엘앤디,054090,기타제조,"삼진엘앤디, SAMJIN LND COMPANY LIMITED"
삼진제약,005500,제약,"삼진제약보통주, SamjinPharmaceutical"
삼천당제약,000250,제약,"삼천당제약, SAM CHUN DANG PHARM CO. LTD"
삼천리,004690,전기·가스,"삼천리보통주, Samchully"
삼천리자전거,024950,유통,"삼천리자전거, SAMCHULY BICYCLE CO., LTD"
삼표시멘트,038500,비금속,"삼표시멘트, SAMPYO Cement Co., Ltd."
삼현,437730,운송장비·부품,"삼현, SAMHYUN CO.,LTD"
삼현철강,017480,금속,"삼현철강, SAMHYUN STEEL Co., Ltd"
삼호개발,010960,건설,"삼호개발 보통주, Samho Development Co., Ltd."
삼화네트웍스,046390,오락·문화,"삼화네트웍스, SAMHWA NETWORKS Co.,Ltd."
삼화왕관,004450,금속,"삼화왕관보통주, SamhwaCrown&Closure"
삼화전기,009470,전기·전자,"삼화전기보통주, SamwhaElectric"
삼화전자,011230,전기·전자,"삼화전자공업보통주, SamwhaElectronics"
삼화콘덴서,001820,전기·전자,"삼화콘덴서공업보통주, SamwhaCapacitor"
삼화페인트,000390,화학,"삼화페인트공업보통주, SamhwaPaintIndustrial"
상보,027580,화학,"상보, SANG BO Co.,Ltd"
상상인,038540,IT 서비스,"상상인, Sangsangin Co., Ltd."
상상인제4호스팩,452670,금융,"상상인제4호기업인수목적, Sangsangin No.4 Special Purpose Acquisition Company"
상상인증권,001290,증권,"상상인증권보통주, SANGSANGININVESTMENT&SECURITIES"
상신브레이크,041650,운송장비·부품,"상신브레이크보통주, SANGSINBRAKE"
상신이디피,091580,전기·전자,"상신이디피, SANGSIN ENERGY DISPLAY PRECISION CO.,LTD"
상신전자,263810,전기·전자,"상신전자, Sangshin Electronics Co.,Ltd."
상아프론테크,089980,화학,"상아프론테크, SANG-A FRONTEC CO., LTD."
상지건설,042940,건설,"상지건설, Sangji Construction, Inc."
새로닉스,042600,전기·전자,"새로닉스, SERONICS. CO., LTD."
새론오토모티브,075180,운송장비·부품,"새론오토모티브, SaeronAutomotiveCorporation"
새빗켐,107600,화학,"새빗켐, Sebitchem Co., LTD"
샌즈랩,411080,IT 서비스,"샌즈랩, SANDS LAB Inc."
샘씨엔에스,252990,전기·전자,"샘씨엔에스, SEMCNS Co., Ltd."
샘표,007540,기타금융,"샘표보통주, SEMPIO"
샘표식품,248170,음식료·담배,"샘표식품보통주, SEMPIO FOODS"
샤페론,378800,제약,"샤페론, Shaperon Inc."
서남,294630,전기·전자,"서남, SuNAM Co., Ltd."
서린바이오,038070,유통,"서린바이오사이언스, SeouLinBioscience CO., LTD."
서부T&D,006730,일반서비스,"서부티엔디, Seobu T&D Co.,Ltd"
서산,079650,비금속,"서산, Seo San Co. Ltd."
서암기계공업,100660,기계·장비,"서암기계공업, SEOAM MACHINERY INDUSTRY CO., LTD."
서연,007860,기타금융,"서연보통주, SEOYON"
서연이화,200880,운송장비·부품,"서연이화보통주, SEOYONEHWA"
서연탑메탈,019770,기계·장비,"서연탑메탈, SEOYON TOPMETAL CO., LTD."
서울가스,017390,전기·가스,"서울도시가스보통주, SeoulCityGas"
서울리거,043710,유통,"서울리거, SEOULEAGUER CO., LTD."
서울바이오시스,092190,전기·전자,"서울바이오시스, SEOUL VIOSYS CO., LTD."
서울반도체,046890,전기·전자,"서울반도체, SEOUL SEMICONDUCTOR CO., LTD."
서울보증보험,031210,보험,"서울보증보험보통주, Seoul Guarantee Insurance Company"
서울식품우,004415,음식료·담배,"서울식품공업1우선주, SeoulFoodInd(1P)"
서울식품,004410,음식료·담배,"서울식품공업보통주, SeoulFoodInd"
서울옥션,063170,유통,"서울옥션, Seoul Auction Co. Ltd.."
서울전자통신,027040,전기·전자,"서울전자통신, SEOUL ELECTRONICS & TELECOM"
서울제약,018680,제약,"서울제약, SEOUL PHARMA CO., LTD"
서울평가정보,036120,IT 서비스,"서울평가정보, Seoul Information Service"
서원,021050,금속,"서원보통주, Seowon"
서원인텍,093920,전기·전자,"서원인텍, SEOWONINTECH.CO.,LTD"
서전기전,189860,전기·전자,"서전기전, SEOJEON ELECTRIC MACHINERY Co.,Ltd."
서진시스템,178320,전기·전자,"서진시스템, SEOJIN SYSTEM CO., LTD"
서진오토모티브,122690,운송장비·부품,"서진오토모티브, Seojin Automotive Co.,Ltd."
서플러스글로벌,140070,유통,"서플러스글로벌, SurplusGLOBAL,Inc."
서한,011370,건설,"서한, Seohan"
서호전기,065710,전기·전자,"서호전기, Seoho Electric Co.,Ltd."
서흥,008490,화학,"서흥보통주, SUHEUNG"
서희건설,035890,건설,"서희건설, SEOHEE CONSTRUCTION CO., LTD."
석경에이티,357550,화학,"석경에이티, Sukgyung AT Co., Ltd."
선광,003100,운송·창고,"선광, SUN KWANG Co., Ltd"
선도전기,007610,전기·전자,"선도전기보통주, SeondoElectric"
선바이오,067370,제약,"선바이오, SunBio, Inc."
선샤인푸드,217620,일반서비스,"선샤인푸드, Sunshine Food"
SUN&L,002820,종이·목재,"선앤엘보통주, SUN&L"
선익시스템,171090,기계·장비,"선익시스템, SUNIC SYSTEM Co., Ltd."
선진,136490,음식료·담배,"선진보통주, SUNJIN Co., Ltd"
선진뷰티사이언스,086710,화학,"선진뷰티사이언스, SUNJIN BEAUTY SCIENCE CO., LTD."
성광벤드,014620,금속,"성광벤드, SUNG KWANG BEND CO., LTD."
성도이엔지,037350,일반서비스,"성도이엔지, SUNGDO Engineering & Construction"
성문전자우,014915,전기·전자,"성문전자1우선주, SungmoonElectronics(1P)"
성문전자,014910,전기·전자,"성문전자보통주, SungmoonElectronics"
성신양회우,004985,비금속,"성신양회1우선주, SungshinCement(1P)"
성신양회,004980,비금속,"성신양회보통주, SungshinCement"
성안머티리얼스,011300,섬유·의류,"성안머티리얼스보통주, SEONG AN Materials"
성우,458650,전기·전자,"성우, SUNGWOO CO., LTD"
성우전자,081580,전기·전자,"성우전자, SUNGWOO ELECTRONICS CO., LTD."
성우테크론,045300,전기·전자,"성우테크론, SUNGWOO TECHRON COMPANY"
성우하이텍,015750,운송장비·부품,"성우하이텍, SUNGWOO HITECH CO., LTD"
성일하이텍,365340,화학,"성일하이텍, SungEel HiTech Co., Ltd."
성창기업지주,000180,일반서비스,"성창기업지주보통주, SungchangEnterpriseHoldings"
성창오토텍,080470,운송장비·부품,"성창오토텍, SUNGCHANG AUTOTECH CO.,LTD."
성호전자,043260,전기·전자,"성호전자, SUNGHO ELECTRONICS CORP."
세경하이테크,148150,전기·전자,"세경하이테크, Se Gyung Hi Tech Co., Ltd."
세기상사,002420,유통,"세기상사보통주, TheCentury"
세나테크놀로지,061090,전기·전자,"세나테크놀로지, Sena Technologies Co., Ltd."
세니젠,188260,기타제조,"세니젠, SANIGEN Co., Ltd."
세동,053060,운송장비·부품,"세동, SAE DONG CO.LTD"
세림B&G,340440,화학,"세림비앤지, SERIM B&G"
세명전기,017510,금속,"세명전기공업, SemyungElectricMachinery"
세방우,004365,운송·창고,"세방1우선주, SEBANG(1P)"
세방,004360,운송·창고,"세방보통주, SEBANG"
세방전지,004490,전기·전자,"세방전지보통주, SEBANG GLOBAL BATTERY"
세보엠이씨,011560,건설,"세보엠이씨, SEBO MANUFACTURING ENGINEERING CORP."
세아메카닉스,396300,금속,"세아메카닉스, SeA Mechanics Co., LTD."
세아베스틸지주,001430,금속,"세아베스틸지주보통주, SeAH Besteel Holdings Corporation"
세아제강,306200,금속,"세아제강보통주, SeAH Steel Corporation"
세아제강지주,003030,기타금융,"세아제강지주보통주, SeAH Steel Holdings Corporation"
세아특수강,019440,금속,"세아특수강보통주, SeAH SPECIAL STEEL"
세아홀딩스,058650,금속,"세아홀딩스보통주, SeAHHoldings"
세우글로벌,013000,유통,"세우글로벌보통주, Sewooglobal"
세운메디칼,100700,제약,"세운메디칼, SEWOONMEDICAL CO., LTD."
세원물산,024830,운송장비·부품,"세원물산, SewonCorporation"
세원정공,021820,운송장비·부품,"세원정공보통주, SewonPrecisionIndustry"
세이브존I&C,067830,유통,"세이브존I&C보통주, SAVEZONEI&C"
세종메디칼,258830,의료·정밀기기,"세종메디칼, SEJONG MEDICAL Co.Ltd.,"
세종텔레콤,036630,건설,"세종텔레콤, Sejong Telecom, Inc."
세중,039310,IT 서비스,"세중, SEJOONG CO., LTD."
세진중공업,075580,운송장비·부품,"세진중공업보통주, SEJIN HEAVY INDUSTRIES CO., LTD."
세진티에스,067770,전기·전자,"세진티에스, SEJIN T.S CO., LTD."
세코닉스,053450,의료·정밀기기,"세코닉스, SEKONIX CO., LTD."
세토피아,222810,금속,"세토피아, Setopia"
세화피앤씨,252500,화학,"세화피앤씨, SEWHA P&C INC."
센서뷰,321370,전기·전자,"센서뷰, SENSORVIEW CO., LTD."
센코,347000,의료·정밀기기,"센코, SENKO Co.,Ltd."
셀레믹스,331920,제약,"셀레믹스, Celemics, Inc."
셀레스트라,352770,일반서비스,"셀레스트라, Celestra"
셀로맥스사이언스,471820,음식료·담배,"셀로맥스사이언스, Cellromax Science Co., Ltd."
셀루메드,049180,제약,"셀루메드, CELLUMED CO., LTD."
셀리드,299660,일반서비스,"셀리드, Cellid Co., Ltd."
셀바스AI,108860,IT 서비스,"셀바스에이아이, SELVAS AI Inc."
셀바스헬스케어,208370,의료·정밀기기,"셀바스헬스케어, SELVAS Healthcare, Inc."
셀바이오휴먼텍,318160,섬유·의류,"셀바이오휴먼텍, Cell Bio Human Tech Co.,LTD"
셀비온,308430,제약,"셀비온, Cellbion Co., Ltd"
셀트리온,068270,제약,"셀트리온보통주, Celltrion"
셀트리온제약,068760,제약,"셀트리온제약, Celltrion Pharm Inc."
셀피글로벌,068940,전기·전자,"셀피글로벌, Cellfie Global"
소노스퀘어,007720,유통,"소노스퀘어, SONO SQUARE"
소룩스,290690,전기·전자,"소룩스, Solux Co., Ltd."
소마젠,950200,일반서비스,"소마젠, Psomagen, Inc."
소프트센,032680,IT 서비스,"소프트센, SOFTCEN CO., LTD."
소프트센우,032685,IT 서비스,"소프트센1우선주, SOFTCEN CO., LTD.(1P)"
소프트캠프,258790,IT 서비스,"소프트캠프, SOFTCAMP CO., LTD"
손오공,066910,유통,"손오공, SONOKONG CO., LTD."
솔디펜스,215090,의료·정밀기기,"솔디펜스, SolDefense"
솔루스첨단소재1우,33637K,전기·전자,"솔루스첨단소재1우선주, Solus Advanced Materials(1P)"
솔루스첨단소재2우B,33637L,전기·전자,"솔루스첨단소재2우선주(신형), Solus Advanced Materials(2PB)"
솔루스첨단소재,336370,전기·전자,"솔루스첨단소재보통주, Solus Advanced Materials"
솔루엠,248070,전기·전자,"솔루엠보통주, SOLUM"
솔본,035610,일반서비스,"솔본, SOLBORN, Inc."
솔브레인,357780,화학,"솔브레인, Soulbrain Co., Ltd."
솔브레인홀딩스,036830,일반서비스,"솔브레인홀딩스, Soulbrain Holdings Co., Ltd."
솔트룩스,304100,IT 서비스,"솔트룩스, SALTLUX Inc"
솔트웨어,328380,IT 서비스,"솔트웨어, Saltware"
송원산업,004430,화학,"송원산업보통주, SongwonIndustrial"
쇼박스,086980,오락·문화,"쇼박스, SHOWBOX Corp."
수산세보틱스,017550,기계·장비,"수산세보틱스보통주, SOOSAN CEBOTICS"
수산아이앤티,050960,IT 서비스,"수산아이앤티, SOOSAN INT Co., LTD."
수산인더스트리,126720,건설,"수산인더스트리보통주, Soosan Industries"
수성웹툰,084180,기계·장비,"수성웹툰, Soosung Webtoon"
수젠텍,253840,제약,"수젠텍, Sugentech, Inc."
SOOP,067160,IT 서비스,"숲, SOOP"
슈어소프트테크,298830,IT 서비스,"슈어소프트테크, Suresofttech Inc."
슈프리마,236200,전기·전자,"슈프리마, Suprema Inc."
슈프리마에이치큐,094840,전기·전자,"슈프리마에이치큐, Suprema HQ Inc."
슈피겐코리아,192440,기타제조,"슈피겐코리아, Spigen Korea Co., Ltd"
스마트레이더시스템,424960,의료·정밀기기,"스마트레이더시스템, Smart Radar System, Inc."
스맥,099440,기계·장비,"스맥, SMEC CO.,LTD"
SKAI,357880,IT 서비스,"스카이월드와이드, SKAI worldwide"
스코넥,276040,IT 서비스,"스코넥엔터테인먼트, SKONEC ENTERTAINMENT Co., Ltd."
